Entry,Entry Name,receptor_start,receptor_end
,BASP1_HUMAN,1,0
,BAX_HUMAN,1,0
,BCL2_HUMAN,1,0
,BET1L_HUMAN,1,0
,BET1_HUMAN,1,0
,BFAR_HUMAN,1,0
,BI1_HUMAN,1,0
,BIK_HUMAN,1,0
,BLK_HUMAN,1,0
,BNI3L_HUMAN,1,0
,BNIP3_HUMAN,1,0
,BRI3B_HUMAN,1,0
,BSCL2_HUMAN,1,0
,BST2_HUMAN,1,0
,BT2A1_HUMAN,1,0
,BT2A2_HUMAN,1,0
,BT3A1_HUMAN,1,0
,BT3A2_HUMAN,1,0
,BT3A3_HUMAN,1,0
,BTD_HUMAN,1,0
,BTK_HUMAN,1,0
,BTLA_HUMAN,1,0
,C1GLC_HUMAN,1,0
,C56D2_HUMAN,1,0
,CAB45_HUMAN,1,0
,CAC1A_HUMAN,1,0
,CAH11_HUMAN,1,0
,CAH2_HUMAN,1,0
,CAHM6_HUMAN,1,0
,CALR_HUMAN,1,0
,CALU_HUMAN,1,0
,CALX_HUMAN,1,0
,CAMLG_HUMAN,1,0
,CAPG_HUMAN,1,0
,CASD1_HUMAN,1,0
,CASP_HUMAN,1,0
,CATB_HUMAN,1,0
,CATD_HUMAN,1,0
,CATS_HUMAN,1,0
,CB069_HUMAN,1,0
,CB074_HUMAN,1,0
,CBPD_HUMAN,1,0
,CBPQ_HUMAN,1,0
,CC107_HUMAN,1,0
,CC167_HUMAN,1,0
,CC90B_HUMAN,1,0
,CCL3_HUMAN,1,0
,CCL4_HUMAN,1,0
,CCL5_HUMAN,1,0
,CCPG1_HUMAN,1,0
,CCR10_HUMAN,1,0
,CCR6_HUMAN,1,0
,CCR7_HUMAN,1,0
,CD048_HUMAN,1,0
,CD151_HUMAN,1,0
,CD166_HUMAN,1,0
,CD180_HUMAN,1,0
,CD19_HUMAN,1,0
,CD20_HUMAN,1,0
,CD24_HUMAN,1,0
,CD27_HUMAN,1,0
,CD320_HUMAN,1,0
,CD37_HUMAN,1,0
,CD38_HUMAN,1,0
,CD44_HUMAN,1,0
,CD47_HUMAN,1,0
,CD48_HUMAN,1,0
,CD52_HUMAN,1,0
,CD53_HUMAN,1,0
,CD59_HUMAN,1,0
,CD63_HUMAN,1,0
,CD68_HUMAN,1,0
,CD69_HUMAN,1,0
,CD70_HUMAN,1,0
,CD72_HUMAN,1,0
,CD79A_HUMAN,1,0
,CD79B_HUMAN,1,0
,CD80_HUMAN,1,0
,CD82_HUMAN,1,0
,CD83_HUMAN,1,0
,CD86_HUMAN,1,0
,CD99_HUMAN,1,0
,CD9_HUMAN,1,0
,CDIP1_HUMAN,1,0
,CEGT_HUMAN,1,0
,CEIP2_HUMAN,1,0
,CEPT1_HUMAN,1,0
,CERS2_HUMAN,1,0
,CERS4_HUMAN,1,0
,CERS5_HUMAN,1,0
,CF089_HUMAN,1,0
,CGAT2_HUMAN,1,0
,CHIC2_HUMAN,1,0
,CHID1_HUMAN,1,0
,CHPF2_HUMAN,1,0
,CHPT1_HUMAN,1,0
,CHSS1_HUMAN,1,0
,CHST2_HUMAN,1,0
,CHSTB_HUMAN,1,0
,CHSTC_HUMAN,1,0
,CHSTF_HUMAN,1,0
,CI072_HUMAN,1,0
,CIB1_HUMAN,1,0
,CISD1_HUMAN,1,0
,CISD2_HUMAN,1,0
,CK024_HUMAN,1,0
,CKAP4_HUMAN,1,0
,CKLF6_HUMAN,1,0
,CKLF7_HUMAN,1,0
,CKLF_HUMAN,1,0
,CLC2B_HUMAN,1,0
,CLC2D_HUMAN,1,0
,CLCC1_HUMAN,1,0
,CLCN3_HUMAN,1,0
,CLCN6_HUMAN,1,0
,CLCN7_HUMAN,1,0
,CLDN1_HUMAN,1,0
,CLH1_HUMAN,1,0
,CLIC4_HUMAN,1,0
,CLMN_HUMAN,1,0
,CLN3_HUMAN,1,0
,CLN5_HUMAN,1,0
,CLN6_HUMAN,1,0
,CLN8_HUMAN,1,0
,CLP1L_HUMAN,1,0
,CLPT1_HUMAN,1,0
,CLTR1_HUMAN,1,0
,CMTD1_HUMAN,1,0
,CN37_HUMAN,1,0
,CNEP1_HUMAN,1,0
,CNIH1_HUMAN,1,0
,CNIH4_HUMAN,1,0
,CNPD1_HUMAN,1,0
,CNST_HUMAN,1,0
,CO061_HUMAN,1,0
,CO4A3_HUMAN,1,0
,CO9A2_HUMAN,1,0
,COA1_HUMAN,1,0
,COA3_HUMAN,1,0
,COMT_HUMAN,1,0
,COQ2_HUMAN,1,0
,COX15_HUMAN,1,0
,COX16_HUMAN,1,0
,COX18_HUMAN,1,0
,COX6C_HUMAN,1,0
,COX8A_HUMAN,1,0
,CP054_HUMAN,1,0
,CP4V2_HUMAN,1,0
,CQ080_HUMAN,1,0
,CR2_HUMAN,1,0
,CR3L2_HUMAN,1,0
,CRCM1_HUMAN,1,0
,CREB3_HUMAN,1,0
,CREG1_HUMAN,1,0
,CREL1_HUMAN,1,0
,CREL2_HUMAN,1,0
,CRLF3_HUMAN,1,0
,CRLS1_HUMAN,1,0
,CRTAP_HUMAN,1,0
,CRY2_HUMAN,1,0
,CS012_HUMAN,1,0
,CSK2B_HUMAN,1,0
,CSKP_HUMAN,1,0
,CSK_HUMAN,1,0
,CTL1_HUMAN,1,0
,CTL2_HUMAN,1,0
,CTNA1_HUMAN,1,0
,CTR1_HUMAN,1,0
,CUTA_HUMAN,1,0
,CXCL2_HUMAN,1,0
,CXCR3_HUMAN,1,0
,CXCR4_HUMAN,1,0
,CXCR5_HUMAN,1,0
,CY24A_HUMAN,1,0
,CY24B_HUMAN,1,0
,CYAC3_HUMAN,1,0
,CYB5B_HUMAN,1,0
,CYH1_HUMAN,1,0
,CYTC_HUMAN,1,0
,DAD1_HUMAN,1,0
,DAF_HUMAN,1,0
,DAPP1_HUMAN,1,0
,DCA17_HUMAN,1,0
,DDRGK_HUMAN,1,0
,DEAF1_HUMAN,1,0
,DEN1A_HUMAN,1,0
,DEN4C_HUMAN,1,0
,DEN5B_HUMAN,1,0
,DERL1_HUMAN,1,0
,DERL2_HUMAN,1,0
,DERL3_HUMAN,1,0
,DGAT1_HUMAN,1,0
,DGKE_HUMAN,1,0
,DHB11_HUMAN,1,0
,DHB12_HUMAN,1,0
,DHRS7_HUMAN,1,0
,DHRSX_HUMAN,1,0
,DIK2A_HUMAN,1,0
,DIP2A_HUMAN,1,0
,DJB12_HUMAN,1,0
,DJB14_HUMAN,1,0
,DJC11_HUMAN,1,0
,DJC15_HUMAN,1,0
,DJC16_HUMAN,1,0
,DJC25_HUMAN,1,0
,DJC30_HUMAN,1,0
,DNJB4_HUMAN,1,0
,DNJC1_HUMAN,1,0
,DNJC4_HUMAN,1,0
,DOB_HUMAN,1,0
,DOLK_HUMAN,1,0
,DPA1_HUMAN,1,0
,DPB1_HUMAN,1,0
,DPEP2_HUMAN,1,0
,DPM2_HUMAN,1,0
,DPM3_HUMAN,1,0
,DPP2_HUMAN,1,0
,DQA1_HUMAN,1,0
,DQA2_HUMAN,1,0
,DQB1_HUMAN,1,0
,DR4L2_HUMAN,1,0
,DRAM1_HUMAN,1,0
,DRAM2_HUMAN,1,0
,DRA_HUMAN,1,0
,DRB1_HUMAN,1,0
,DRS7B_HUMAN,1,0
,DSE_HUMAN,1,0
,DUSTY_HUMAN,1,0
,DYM_HUMAN,1,0
,E2AK3_HUMAN,1,0
,E41L5_HUMAN,1,0
,EBP_HUMAN,1,0
,ECE1_HUMAN,1,0
,EDEM1_HUMAN,1,0
,EFR3A_HUMAN,1,0
,EI24_HUMAN,1,0
,ELOV5_HUMAN,1,0
,EMB_HUMAN,1,0
,EMC4_HUMAN,1,0
,EMC7_HUMAN,1,0
,EMP3_HUMAN,1,0
,EMRE_HUMAN,1,0
,ENOA_HUMAN,1,0
,ENOG_HUMAN,1,0
,ENOX2_HUMAN,1,0
,ENTP1_HUMAN,1,0
,ENTP4_HUMAN,1,0
,ENTP6_HUMAN,1,0
,ERAP1_HUMAN,1,0
,ERD21_HUMAN,1,0
,ERD22_HUMAN,1,0
,ERG1_HUMAN,1,0
,ERG24_HUMAN,1,0
,ERGI1_HUMAN,1,0
,ERGI2_HUMAN,1,0
,ERGI3_HUMAN,1,0
,ERN1_HUMAN,1,0
,ESYT1_HUMAN,1,0
,ESYT2_HUMAN,1,0
,EVA1B_HUMAN,1,0
,EVI2A_HUMAN,1,0
,EXOG_HUMAN,1,0
,EXT1_HUMAN,1,0
,F162A_HUMAN,1,0
,F172A_HUMAN,1,0
,F174A_HUMAN,1,0
,F210A_HUMAN,1,0
,F210B_HUMAN,1,0
,F234A_HUMAN,1,0
,FABP5_HUMAN,1,0
,FACE2_HUMAN,1,0
,FACR1_HUMAN,1,0
,FADS3_HUMAN,1,0
,FAIM3_HUMAN,1,0
,FAK2_HUMAN,1,0
,FAM3A_HUMAN,1,0
,FAM3C_HUMAN,1,0
,FCG2B_HUMAN,1,0
,FCGRN_HUMAN,1,0
,FCRL2_HUMAN,1,0
,FCRL5_HUMAN,1,0
,FCRLA_HUMAN,1,0
,FDSCP_HUMAN,1,0
,FER_HUMAN,1,0
,FGL2_HUMAN,1,0
,FICD_HUMAN,1,0
,FIG4_HUMAN,1,0
,FIS1_HUMAN,1,0
,FKB11_HUMAN,1,0
,FKB1A_HUMAN,1,0
,FKBP8_HUMAN,1,0
,FKRP_HUMAN,1,0
,FLOWR_HUMAN,1,0
,FLT3L_HUMAN,1,0
,FMNL1_HUMAN,1,0
,FND3A_HUMAN,1,0
,FND3B_HUMAN,1,0
,FUCO2_HUMAN,1,0
,FUCT1_HUMAN,1,0
,FURIN_HUMAN,1,0
,FUT11_HUMAN,1,0
,FUT8_HUMAN,1,0
,FYN_HUMAN,1,0
,G137A_HUMAN,1,0
,G137B_HUMAN,1,0
,G3P_HUMAN,1,0
,G6PI_HUMAN,1,0
,G6PT2_HUMAN,1,0
,GALT1_HUMAN,1,0
,GALT2_HUMAN,1,0
,GALT6_HUMAN,1,0
,GBG2_HUMAN,1,0
,GBG5_HUMAN,1,0
,GBP1_HUMAN,1,0
,GCR_HUMAN,1,0
,GDE1_HUMAN,1,0
,GDF11_HUMAN,1,0
,GELS_HUMAN,1,0
,GGH_HUMAN,1,0
,GHC1_HUMAN,1,0
,GILT_HUMAN,1,0
,GINM1_HUMAN,1,0
,GL8D1_HUMAN,1,0
,GLIP1_HUMAN,1,0
,GLPC_HUMAN,1,0
,GLPK_HUMAN,1,0
,GLT10_HUMAN,1,0
,GLT11_HUMAN,1,0
,GNA13_HUMAN,1,0
,GNAS1_HUMAN,1,0
,GNAS2_HUMAN,1,0
,GNAS3_HUMAN,1,0
,GNPTA_HUMAN,1,0
,GNPTG_HUMAN,1,0
,GOGA5_HUMAN,1,0
,GOLI4_HUMAN,1,0
,GOSR2_HUMAN,1,0
,GOT1B_HUMAN,1,0
,GP108_HUMAN,1,0
,GP132_HUMAN,1,0
,GP160_HUMAN,1,0
,GP174_HUMAN,1,0
,GP180_HUMAN,1,0
,GP183_HUMAN,1,0
,GPAA1_HUMAN,1,0
,GPHRA_HUMAN,1,0
,GPHRB_HUMAN,1,0
,GPI8_HUMAN,1,0
,GPM6B_HUMAN,1,0
,GPR18_HUMAN,1,0
,GPT_HUMAN,1,0
,GPX7_HUMAN,1,0
,GRAM4_HUMAN,1,0
,GRN_HUMAN,1,0
,GSLG1_HUMAN,1,0
,GTR11_HUMAN,1,0
,GTR1_HUMAN,1,0
,GTR3_HUMAN,1,0
,GTR6_HUMAN,1,0
,GXLT1_HUMAN,1,0
,HACL2_HUMAN,1,0
,HCST_HUMAN,1,0
,HDGF_HUMAN,1,0
,HERP2_HUMAN,1,0
,HG2A_HUMAN,1,0
,HGNAT_HUMAN,1,0
,HLAA_HUMAN,1,0
,HLAC_HUMAN,1,0
,HLAF_HUMAN,1,0
,HLPDA_HUMAN,1,0
,HM13_HUMAN,1,0
,HMGB2_HUMAN,1,0
,HMOX1_HUMAN,1,0
,HMOX2_HUMAN,1,0
,HOME1_HUMAN,1,0
,HOME3_HUMAN,1,0
,HS2ST_HUMAN,1,0
,HS71A_HUMAN,1,0
,HS71B_HUMAN,1,0
,HS90B_HUMAN,1,0
,HSP7C_HUMAN,1,0
,HTRA2_HUMAN,1,0
,HVCN1_HUMAN,1,0
,I10R1_HUMAN,1,0
,I12R1_HUMAN,1,0
,I15RA_HUMAN,1,0
,I17RA_HUMAN,1,0
,I27L1_HUMAN,1,0
,I27L2_HUMAN,1,0
,I27RA_HUMAN,1,0
,ICAM1_HUMAN,1,0
,ICAM2_HUMAN,1,0
,ICAM3_HUMAN,1,0
,ICOSL_HUMAN,1,0
,IDE_HUMAN,1,0
,IEX1_HUMAN,1,0
,IFI6_HUMAN,1,0
,IFM1_HUMAN,1,0
,IFM2_HUMAN,1,0
,IGFR1_HUMAN,1,0
,IGJ_HUMAN,1,0
,IGSF8_HUMAN,1,0
,IKIP_HUMAN,1,0
,IL15_HUMAN,1,0
,IL21R_HUMAN,1,0
,IL23A_HUMAN,1,0
,IL2RG_HUMAN,1,0
,IL3RB_HUMAN,1,0
,IL4RA_HUMAN,1,0
,IL6RA_HUMAN,1,0
,IL6RB_HUMAN,1,0
,IL6_HUMAN,1,0
,INAR1_HUMAN,1,0
,INAR2_HUMAN,1,0
,INGR1_HUMAN,1,0
,INGR2_HUMAN,1,0
,INLR1_HUMAN,1,0
,INP4A_HUMAN,1,0
,INSI1_HUMAN,1,0
,INSI2_HUMAN,1,0
,INT1_HUMAN,1,0
,IPIL2_HUMAN,1,0
,IPRI_HUMAN,1,0
,IR3IP_HUMAN,1,0
,ISG15_HUMAN,1,0
,ISK2_HUMAN,1,0
,ITA4_HUMAN,1,0
,ITAE_HUMAN,1,0
,ITAL_HUMAN,1,0
,ITB1_HUMAN,1,0
,ITB2_HUMAN,1,0
,ITB7_HUMAN,1,0
,ITM2A_HUMAN,1,0
,ITM2B_HUMAN,1,0
,ITM2C_HUMAN,1,0
,ITPR1_HUMAN,1,0
,ITPR3_HUMAN,1,0
,IZUM4_HUMAN,1,0
,JAK1_HUMAN,1,0
,JAK2_HUMAN,1,0
,JAK3_HUMAN,1,0
,JAM1_HUMAN,1,0
,JKAMP_HUMAN,1,0
,JTB_HUMAN,1,0
,K1C10_HUMAN,1,0
,K2013_HUMAN,1,0
,K319L_HUMAN,1,0
,KCAB2_HUMAN,1,0
,KCC2D_HUMAN,1,0
,KCC2G_HUMAN,1,0
,KCD12_HUMAN,1,0
,KCNK6_HUMAN,1,0
,KCNN4_HUMAN,1,0
,KDIS_HUMAN,1,0
,KISHA_HUMAN,1,0
,KISHB_HUMAN,1,0
,KMO_HUMAN,1,0
,KMT2E_HUMAN,1,0
,KSYK_HUMAN,1,0
,KTAP2_HUMAN,1,0
,LAIR1_HUMAN,1,0
,LAMP1_HUMAN,1,0
,LAMP2_HUMAN,1,0
,LAP2B_HUMAN,1,0
,LAP4A_HUMAN,1,0
,LAPM5_HUMAN,1,0
,LAT1_HUMAN,1,0
,LAT4_HUMAN,1,0
,LAX1_HUMAN,1,0
,LBR_HUMAN,1,0
,LCAP_HUMAN,1,0
,LDLR_HUMAN,1,0
,LEAP2_HUMAN,1,0
,LEG1_HUMAN,1,0
,LEG3_HUMAN,1,0
,LEG9_HUMAN,1,0
,LERL1_HUMAN,1,0
,LEUK_HUMAN,1,0
,LFA3_HUMAN,1,0
,LFG1_HUMAN,1,0
,LFNG_HUMAN,1,0
,LGAT1_HUMAN,1,0
,LIME1_HUMAN,1,0
,LIRB1_HUMAN,1,0
,LITAF_HUMAN,1,0
,LMAN1_HUMAN,1,0
,LMAN2_HUMAN,1,0
,LMBD1_HUMAN,1,0
,LMBRL_HUMAN,1,0
,LMF1_HUMAN,1,0
,LMF2_HUMAN,1,0
,LMTK2_HUMAN,1,0
,LPAR2_HUMAN,1,0
,LPCT4_HUMAN,1,0
,LRAD4_HUMAN,1,0
,LRBA_HUMAN,1,0
,LRC33_HUMAN,1,0
,LRC59_HUMAN,1,0
,LRC8A_HUMAN,1,0
,LRC8C_HUMAN,1,0
,LRP10_HUMAN,1,0
,LSR_HUMAN,1,0
,LY86_HUMAN,1,0
,LY96_HUMAN,1,0
,LY9_HUMAN,1,0
,LYAG_HUMAN,1,0
,LYAM1_HUMAN,1,0
,LYN_HUMAN,1,0
,LYPA1_HUMAN,1,0
,LYRIC_HUMAN,1,0
,LYSC_HUMAN,1,0
,MA1A1_HUMAN,1,0
,MA1A2_HUMAN,1,0
,MA1B1_HUMAN,1,0
,MA2A1_HUMAN,1,0
,MACF1_HUMAN,1,0
,MADD_HUMAN,1,0
,MAGT1_HUMAN,1,0
,MANBL_HUMAN,1,0
,MANEA_HUMAN,1,0
,MANF_HUMAN,1,0
,MARCS_HUMAN,1,0
,MARK3_HUMAN,1,0
,MBOA5_HUMAN,1,0
,MBOA7_HUMAN,1,0
,MBTP1_HUMAN,1,0
,MCL1_HUMAN,1,0
,MCP_HUMAN,1,0
,MCTP2_HUMAN,1,0
,MCUB_HUMAN,1,0
,MCUR1_HUMAN,1,0
,MEGF9_HUMAN,1,0
,MET7A_HUMAN,1,0
,METRL_HUMAN,1,0
,METRN_HUMAN,1,0
,MF14A_HUMAN,1,0
,MFF_HUMAN,1,0
,MFN1_HUMAN,1,0
,MFNG_HUMAN,1,0
,MFRN1_HUMAN,1,0
,MFS10_HUMAN,1,0
,MFS11_HUMAN,1,0
,MFS12_HUMAN,1,0
,MFSD1_HUMAN,1,0
,MFSD6_HUMAN,1,0
,MGAT1_HUMAN,1,0
,MGAT2_HUMAN,1,0
,MGST3_HUMAN,1,0
,MGT4A_HUMAN,1,0
,MGT4B_HUMAN,1,0
,MGT5A_HUMAN,1,0
,MIC26_HUMAN,1,0
,MICA_HUMAN,1,0
,MICB_HUMAN,1,0
,MID51_HUMAN,1,0
,MIF_HUMAN,1,0
,MITOS_HUMAN,1,0
,MLEC_HUMAN,1,0
,MOES_HUMAN,1,0
,MOGS_HUMAN,1,0
,MOSMO_HUMAN,1,0
,MOT1_HUMAN,1,0
,MOT2_HUMAN,1,0
,MOT4_HUMAN,1,0
,MP2K1_HUMAN,1,0
,MP2K2_HUMAN,1,0
,MPCP_HUMAN,1,0
,MPP9_HUMAN,1,0
,MPRD_HUMAN,1,0
,MPRI_HUMAN,1,0
,MPU1_HUMAN,1,0
,MPZL1_HUMAN,1,0
,MRP1_HUMAN,1,0
,MRP_HUMAN,1,0
,MRS2_HUMAN,1,0
,MSPD3_HUMAN,1,0
,MTCH1_HUMAN,1,0
,MTX1_HUMAN,1,0
,MUC7_HUMAN,1,0
,MUL1_HUMAN,1,0
,MYADM_HUMAN,1,0
,MYDGF_HUMAN,1,0
,MZB1_HUMAN,1,0
,NAAA_HUMAN,1,0
,NAGPA_HUMAN,1,0
,NB5R1_HUMAN,1,0
,NBAS_HUMAN,1,0
,NCKPL_HUMAN,1,0
,NCLN_HUMAN,1,0
,NCPR_HUMAN,1,0
,NCTR3_HUMAN,1,0
,NDUA1_HUMAN,1,0
,NDUA3_HUMAN,1,0
,NDUA4_HUMAN,1,0
,NDUAB_HUMAN,1,0
,NDUAD_HUMAN,1,0
,NDUB1_HUMAN,1,0
,NDUB3_HUMAN,1,0
,NDUB4_HUMAN,1,0
,NDUB6_HUMAN,1,0
,NDUB8_HUMAN,1,0
,NDUBB_HUMAN,1,0
,NDUC2_HUMAN,1,0
,NENF_HUMAN,1,0
,NEUFC_HUMAN,1,0
,NEUR1_HUMAN,1,0
,NEUS_HUMAN,1,0
,NFIP1_HUMAN,1,0
,NGBR_HUMAN,1,0
,NGRN_HUMAN,1,0
,NHLC3_HUMAN,1,0
,NHRF1_HUMAN,1,0
,NICA_HUMAN,1,0
,NINJ1_HUMAN,1,0
,NIPA2_HUMAN,1,0
,NISCH_HUMAN,1,0
,NLS1_HUMAN,1,0
,NMB_HUMAN,1,0
,NNRE_HUMAN,1,0
,NOMO1_HUMAN,1,0
,NOTC1_HUMAN,1,0
,NOTC2_HUMAN,1,0
,NPAL2_HUMAN,1,0
,NPB15_HUMAN,1,0
,NPC1_HUMAN,1,0
,NPC2_HUMAN,1,0
,NPTN_HUMAN,1,0
,NR1D1_HUMAN,1,0
,NR1D2_HUMAN,1,0
,NR1H2_HUMAN,1,0
,NR2C2_HUMAN,1,0
,NR4A1_HUMAN,1,0
,NR4A2_HUMAN,1,0
,NR4A3_HUMAN,1,0
,NRAM2_HUMAN,1,0
,NSMA_HUMAN,1,0
,NTAL_HUMAN,1,0
,NTCP7_HUMAN,1,0
,NU107_HUMAN,1,0
,NUCB1_HUMAN,1,0
,NUCB2_HUMAN,1,0
,NXPE3_HUMAN,1,0
,OAS1_HUMAN,1,0
,OGFD3_HUMAN,1,0
,OGRL1_HUMAN,1,0
,OPN3_HUMAN,1,0
,ORAI2_HUMAN,1,0
,ORAI3_HUMAN,1,0
,ORML1_HUMAN,1,0
,ORML2_HUMAN,1,0
,ORML3_HUMAN,1,0
,OSBL8_HUMAN,1,0
,OST48_HUMAN,1,0
,OST4_HUMAN,1,0
,OSTC_HUMAN,1,0
,P121C_HUMAN,1,0
,P2RX1_HUMAN,1,0
,P2RX4_HUMAN,1,0
,P2RX5_HUMAN,1,0
,P2RY8_HUMAN,1,0
,P2Y10_HUMAN,1,0
,P3H1_HUMAN,1,0
,P3IP1_HUMAN,1,0
,P3_HUMAN,1,0
,P4HTM_HUMAN,1,0
,PADC1_HUMAN,1,0
,PAIRB_HUMAN,1,0
,PAQR1_HUMAN,1,0
,PAQR2_HUMAN,1,0
,PAR16_HUMAN,1,0
,PARM1_HUMAN,1,0
,PARVB_HUMAN,1,0
,PARVG_HUMAN,1,0
,PCAT1_HUMAN,1,0
,PCSK7_HUMAN,1,0
,PCYOX_HUMAN,1,0
,PDE4B_HUMAN,1,0
,PDIA1_HUMAN,1,0
,PDIA6_HUMAN,1,0
,PDZ11_HUMAN,1,0
,PDZD8_HUMAN,1,0
,PE2R4_HUMAN,1,0
,PECA1_HUMAN,1,0
,PEN2_HUMAN,1,0
,PERP_HUMAN,1,0
,PEX10_HUMAN,1,0
,PEX26_HUMAN,1,0
,PG12A_HUMAN,1,0
,PGAP1_HUMAN,1,0
,PGAP2_HUMAN,1,0
,PGRC1_HUMAN,1,0
,PGRC2_HUMAN,1,0
,PHAG1_HUMAN,1,0
,PHB2_HUMAN,1,0
,PHTF2_HUMAN,1,0
,PI4KA_HUMAN,1,0
,PIBF1_HUMAN,1,0
,PIEZ1_HUMAN,1,0
,PIGA_HUMAN,1,0
,PIGF_HUMAN,1,0
,PIGM_HUMAN,1,0
,PIGN_HUMAN,1,0
,PIGP_HUMAN,1,0
,PIGQ_HUMAN,1,0
,PIGT_HUMAN,1,0
,PIGX_HUMAN,1,0
,PILRB_HUMAN,1,0
,PIOS1_HUMAN,1,0
,PIP_HUMAN,1,0
,PKD1_HUMAN,1,0
,PKHL1_HUMAN,1,0
,PLAT3_HUMAN,1,0
,PLCA_HUMAN,1,0
,PLCC_HUMAN,1,0
,PLCE_HUMAN,1,0
,PLD3_HUMAN,1,0
,PLD4_HUMAN,1,0
,PLOD3_HUMAN,1,0
,PLP2_HUMAN,1,0
,PLPL6_HUMAN,1,0
,PLPL8_HUMAN,1,0
,PLPP5_HUMAN,1,0
,PLRKT_HUMAN,1,0
,PLS1_HUMAN,1,0
,PLS3_HUMAN,1,0
